ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
90.png,3450,128187,122608,134998,117660,120893,128187,122608,134998,117660,120893,132848,113915,128114,122004,131576,129843,138461,209446,298601,1919608,128779,146485,206103,305505,1923906,7209639,7162252,7121270,7147212,7198367,7209639,7162252,7121270,7147212,7198367,7203120,7154437,7116580,7140550,7190436,7222483,7180557,7093780,3998453,4220686,7224015,7181919,7094073,3997849,4220138
6.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
48.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
16.png,3450,120510,108796,116451,110991,122148,120510,108796,116451,110991,122148,123828,108130,115405,111478,116898,119827,132676,189389,258321,1916533,122030,135150,188054,252948,1913288,7216544,7169740,7133305,7155957,7205338,7216544,7169740,7133305,7155957,7205338,7214016,7167390,7132087,7153782,7202622,7233031,7192582,7110951,4009543,4232245,7231014,7190288,7110034,4010178,4232832
54.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
77.png,3450,101890,87163,98369,90411,107968,101890,87163,98369,90411,107968,110993,93026,95515,78349,105579,94978,100175,179500,180167,1899740,97018,96094,172189,181308,1893106,7212972,7171135,7142443,7160807,7201148,7212972,7171135,7142443,7160807,7201148,7219055,7174106,7145203,7163041,7207083,7236170,7196203,7124740,4021949,4244830,7232918,7192566,7123741,4022774,4245610
41.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
4.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
98.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
36.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
82.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
25.png,3450,97314,92124,97976,94380,105421,97314,92124,97976,94380,105421,112651,93184,100551,83460,103842,93945,101638,178597,188273,1902393,96570,104097,173448,180223,1897766,7213356,7171984,7142454,7160960,7201895,7213356,7171984,7142454,7160960,7201895,7219815,7175600,7145267,7163824,7208404,7235485,7196642,7124337,4021089,4244037,7234488,7195397,7123990,4021727,4244644
10.png,3450,115291,115551,125657,121611,115014,115291,115551,125657,121611,115014,125903,109730,123982,116830,128972,122295,137094,201352,291264,1920175,120826,134632,200355,293765,1923159,7230117,7184263,7144467,7169517,7219422,7230117,7184263,7144467,7169517,7219422,7224049,7174860,7137838,7161238,7211502,7243917,7203912,7117014,4010952,4233971,7243214,7202756,7116765,4011565,4234597
38.png,3450,101890,87163,98369,90411,107968,101890,87163,98369,90411,107968,110993,93026,95515,78349,105579,94978,100175,179500,180167,1899740,97018,96094,172189,181308,1893106,7212972,7171135,7142443,7160807,7201148,7212972,7171135,7142443,7160807,7201148,7219055,7174106,7145203,7163041,7207083,7236170,7196203,7124740,4021949,4244830,7232918,7192566,7123741,4022774,4245610
62.png,3450,97314,92124,97976,94380,105421,97314,92124,97976,94380,105421,112651,93184,100551,83460,103842,93945,101638,178597,188273,1902393,96570,104097,173448,180223,1897766,7213356,7171984,7142454,7160960,7201895,7213356,7171984,7142454,7160960,7201895,7219815,7175600,7145267,7163824,7208404,7235485,7196642,7124337,4021089,4244037,7234488,7195397,7123990,4021727,4244644
42.png,3450,122314,109333,115272,109688,113310,122314,109333,115272,109688,113310,122332,104903,113966,109099,117285,121320,131628,197577,268651,1917453,117316,126656,188557,256978,1912695,7216362,7169845,7133426,7156262,7205060,7216362,7169845,7133426,7156262,7205060,7213952,7167847,7132320,7154601,7202311,7232490,7192506,7111043,4010157,4232867,7231444,7190562,7110349,4010220,4232911
95.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
20.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
22.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
73.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
69.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
5.png,3450,111546,102296,108069,86077,102207,111546,102296,108069,86077,102207,100298,91917,94497,92817,110300,100292,107926,184030,175380,1894604,101049,111060,184073,181763,1896267,7216900,7171408,7139575,7158941,7205589,7216900,7171408,7139575,7158941,7205589,7201888,7158235,7130627,7147599,7189592,7227250,7186974,7115248,4016718,4239358,7228565,7187986,7115695,4016395,4238985
56.png,3450,109802,100214,105141,83389,103522,109802,100214,105141,83389,103522,99276,94443,99659,95457,108596,100015,104253,187812,179208,1905685,103675,105281,181340,175265,1902399,7225486,7181134,7149877,7168917,7214280,7225486,7181134,7149877,7168917,7214280,7212030,7169541,7141737,7158825,7200012,7238521,7199357,7126810,4021706,4244693,7236045,7196229,7125762,4022483,4245469
96.png,3450,118306,105776,108081,88260,106989,118306,105776,108081,88260,106989,104448,94326,97491,95267,117432,103784,106961,185628,175902,1899059,103188,110704,186195,175054,1900571,7221290,7175218,7142507,7162446,7210131,7221290,7175218,7142507,7162446,7210131,7206356,7162512,7134585,7151641,7194206,7231838,7191791,7119334,4018198,4240997,7232276,7191740,7118921,4017812,4240569
47.png,3450,122314,109333,115272,109688,113310,122314,109333,115272,109688,113310,122332,104903,113966,109099,117285,121320,131628,197577,268651,1917453,117316,126656,188557,256978,1912695,7216362,7169845,7133426,7156262,7205060,7216362,7169845,7133426,7156262,7205060,7213952,7167847,7132320,7154601,7202311,7232490,7192506,7111043,4010157,4232867,7231444,7190562,7110349,4010220,4232911
55.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
88.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
79.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
7.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
1.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
18.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
3.png,3450,102057,91488,102709,90491,106052,102057,91488,102709,90491,106052,111364,96347,100082,82174,105108,97491,102212,176557,179098,1893293,97689,104595,178916,185463,1896933,7202469,7160034,7130803,7149321,7190704,7202469,7160034,7130803,7149321,7190704,7210902,7165379,7134696,7153404,7199382,7225281,7185516,7112815,4014620,4237155,7224993,7184875,7113004,4015335,4237881
68.png,3450,101890,87163,98369,90411,107968,101890,87163,98369,90411,107968,110993,93026,95515,78349,105579,94978,100175,179500,180167,1899740,97018,96094,172189,181308,1893106,7212972,7171135,7142443,7160807,7201148,7212972,7171135,7142443,7160807,7201148,7219055,7174106,7145203,7163041,7207083,7236170,7196203,7124740,4021949,4244830,7232918,7192566,7123741,4022774,4245610
71.png,3450,101890,87163,98369,90411,107968,101890,87163,98369,90411,107968,110993,93026,95515,78349,105579,94978,100175,179500,180167,1899740,97018,96094,172189,181308,1893106,7212972,7171135,7142443,7160807,7201148,7212972,7171135,7142443,7160807,7201148,7219055,7174106,7145203,7163041,7207083,7236170,7196203,7124740,4021949,4244830,7232918,7192566,7123741,4022774,4245610
8.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
32.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
35.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
57.png,3450,98012,65834,72826,50444,121666,98012,65834,72826,50444,121666,96145,62392,69063,49563,121424,63329,68376,166815,124369,1888238,63890,67200,162784,123753,1887643,7209460,7167222,7147078,7159974,7195438,7209460,7167222,7147078,7159974,7195438,7205883,7163014,7143903,7155943,7191414,7229139,7184816,7127389,4035409,4257734,7227240,7182426,7127204,4036501,4258817
61.png,3450,118306,105776,108081,88260,106989,118306,105776,108081,88260,106989,104448,94326,97491,95267,117432,103784,106961,185628,175902,1899059,103188,110704,186195,175054,1900571,7221290,7175218,7142507,7162446,7210131,7221290,7175218,7142507,7162446,7210131,7206356,7162512,7134585,7151641,7194206,7231838,7191791,7119334,4018198,4240997,7232276,7191740,7118921,4017812,4240569
3382_original_1463a.png_256d0791-b7f1-4ccf-b374-c9e22a345057.png,3382,52678,37610,40821,28962,62880,52678,37610,40821,28962,62880,48724,32512,36135,28667,63054,33754,35684,84209,66260,1012426,33476,35242,85123,65614,1014335,3878112,3855738,3844359,3851640,3870842,3878112,3855738,3844359,3851640,3870842,3874250,3851408,3841181,3847691,3866548,3886516,3863506,3833497,2170920,2290518,3886490,3863522,3833433,2170888,2290481
3382_original_765a.png_dd450073-41a4-4beb-9751-ff2b6289f0dd.png,3382,77413,69865,75098,68538,80875,77413,69865,75098,68538,80875,83788,74268,78152,66278,84403,80065,79954,134221,144745,1377366,73174,78088,136930,152395,1375227,5211615,5177503,5154096,5168698,5202323,5211615,5177503,5154096,5168698,5202323,5218766,5183598,5159646,5174228,5209793,5228797,5197982,5141067,2902357,3063196,5229818,5197932,5140628,2902023,3062743
3382_original_1132a.png_6632336b-17d6-4b5a-9c27-d5cd69487fbc.png,3382,90528,55439,63299,44228,111594,90528,55439,63299,44228,111594,85591,48884,57178,44312,111607,58283,58483,137356,116066,1425386,57949,60542,141041,118552,1425888,5412352,5372583,5352699,5365396,5399424,5412352,5372583,5352699,5365396,5399424,5407489,5367208,5348826,5360598,5393889,5427541,5385357,5332960,3024682,3190676,5429241,5387272,5333883,3024310,3190356
3382_original_2701a.png_823ef5fa-5f50-489b-84e7-c164730f3227.png,3382,55834,52917,54418,53177,55873,55834,52917,54418,53177,55873,61805,57080,57902,50006,61068,55332,63229,105165,101042,1197038,53977,54873,96348,102328,1190551,4579224,4556477,4540100,4550277,4572945,4579224,4556477,4540100,4550277,4572945,4584077,4559096,4541586,4552284,4577724,4593208,4571823,4530135,2556988,2698796,4590899,4569395,4529614,2557842,2699607
3382_original_999a.png_e79f341c-30b0-4c0f-b165-74d7609e48a0.png,3382,75654,59498,66944,50950,71286,75654,59498,66944,50950,71286,71271,59771,66424,62777,73827,65636,62431,107603,117665,1253251,70442,71175,131488,130093,1267870,4817516,4787366,4768336,4779986,4809626,4817516,4787366,4768336,4779986,4809626,4813741,4784709,4764876,4777425,4805637,4823760,4796209,4752385,2686931,2835451,4832452,4805209,4754560,2683673,2832264
3382_original_1541a.png_0867cfdc-8976-465e-8cbd-8211f3e56c60.png,3382,67511,44448,48924,35234,83742,67511,44448,48924,35234,83742,65108,39989,44879,34398,83596,43864,45726,107760,85688,1255000,44500,44985,108092,85497,1256333,4802185,4773172,4758732,4768000,4792720,4802185,4773172,4758732,4768000,4792720,4798038,4768655,4755451,4763876,4788054,4813690,4783344,4744916,2687820,2835784,4814056,4783335,4744098,2687577,2835519
3382_original_560a.png_4f230e29-025a-4964-8674-44e8628de3ab.png,3382,69559,38277,43908,34265,88491,69559,38277,43908,34265,88491,72155,49337,53995,38599,92074,47758,47197,110556,92049,1254957,46487,48705,115377,93300,1252690,4775429,4743621,4730398,4738717,4764389,4775429,4743621,4730398,4738717,4764389,4786317,4754747,4737909,4748773,4776308,4794176,4761299,4720410,2675715,2822815,4796887,4763445,4720961,2674692,2821826
3382_original_1463a.png_e4fbf2d2-fcc8-435b-bc52-7677362be6b0.png,3382,52678,37610,40821,28962,62880,52678,37610,40821,28962,62880,48724,32512,36135,28667,63054,33754,35684,84209,66260,1012426,33476,35242,85123,65614,1014335,3878112,3855738,3844359,3851640,3870842,3878112,3855738,3844359,3851640,3870842,3874250,3851408,3841181,3847691,3866548,3886516,3863506,3833497,2170920,2290518,3886490,3863522,3833433,2170888,2290481
3382_original_273a.png_33c4e4a4-c37f-4e1a-895f-cd893a07381c.png,3382,31237,21826,23015,18084,41749,31237,21826,23015,18084,41749,34650,26049,26711,18079,41836,22105,24756,58917,40173,791183,22616,23606,55812,39371,791572,3051189,3037526,3031535,3035398,3046459,3051189,3037526,3031535,3035398,3046459,3054192,3040585,3033779,3038117,3049792,3060273,3046174,3027121,1712177,1806775,3058572,3044494,3026666,1712795,1807370
3382_original_273a.png_de794da1-58f1-4c6e-a864-1fb6e437e140.png,3382,31237,21826,23015,18084,41749,31237,21826,23015,18084,41749,34650,26049,26711,18079,41836,22105,24756,58917,40173,791183,22616,23606,55812,39371,791572,3051189,3037526,3031535,3035398,3046459,3051189,3037526,3031535,3035398,3046459,3054192,3040585,3033779,3038117,3049792,3060273,3046174,3027121,1712177,1806775,3058572,3044494,3026666,1712795,1807370
3382_original_84a.png_f74b5325-0a26-472e-a422-fe565d3b4052.png,3382,35867,29467,32187,29290,38797,35867,29467,32187,29290,38797,39069,30254,33060,24409,35890,33280,31677,56991,58301,849678,32848,32984,56839,58579,853732,3295261,3282097,3274037,3279238,3291281,3295261,3282097,3274037,3279238,3291281,3299347,3286120,3278168,3283161,3295738,3303030,3290439,3269715,1847107,1949432,3303604,3291080,3270025,1846953,1949296
3382_original_1132a.png_a993ef91-bc30-494f-8f82-d79a7f0e6e01.png,3382,90528,55439,63299,44228,111594,90528,55439,63299,44228,111594,85591,48884,57178,44312,111607,58283,58483,137356,116066,1425386,57949,60542,141041,118552,1425888,5412352,5372583,5352699,5365396,5399424,5412352,5372583,5352699,5365396,5399424,5407489,5367208,5348826,5360598,5393889,5427541,5385357,5332960,3024682,3190676,5429241,5387272,5333883,3024310,3190356
3382_original_999a.png_3782cb95-0ae9-4434-a5ba-4766a4d43cc2.png,3382,83693,75998,74309,74222,78490,83693,75998,74309,74222,78490,85937,79047,88440,80101,79987,81537,90759,124612,205420,1275208,83163,99719,148419,220991,1294273,4811161,4774418,4749741,4764926,4801442,4811161,4774418,4749741,4764926,4801442,4816671,4784847,4757716,4775093,4808981,4823457,4794441,4736010,2672098,2820488,4830671,4802833,4738801,2670185,2818703
3382_original_765a.png_02620a3d-66f7-4dce-97f5-7b9b77667fe5.png,3382,75136,48217,54883,39956,92606,75136,48217,54883,39956,92606,74517,47372,53447,40245,92801,49563,52627,122256,96888,1368047,47482,51206,119411,94942,1362797,5216398,5182997,5166637,5177088,5205440,5216398,5182997,5166637,5177088,5205440,5215519,5181542,5165431,5175699,5204285,5231943,5197445,5152054,2919248,3079825,5230604,5195290,5151193,2919300,3079827
3382_original_255a.png_f3dac676-de51-425a-b8ad-01071412c0d3.png,3382,37488,31464,33757,31274,41679,37488,31464,33757,31274,41679,43644,37466,37417,29121,40530,36932,38675,68527,58025,849255,35617,37124,69439,58615,851189,3253474,3238814,3230563,3235758,3248911,3253474,3238814,3230563,3235758,3248911,3260646,3245688,3235543,3241789,3256654,3264278,3250355,3226433,1820771,1921815,3263967,3250102,3226425,1820899,1921919
3382_original_273a.png_e6e8aefd-f7a7-4714-91c2-3e47b904e179.png,3382,40096,35437,44318,40021,38607,40096,35437,44318,40021,38607,38509,39426,41635,39321,39773,38086,49167,72175,97564,801899,38147,44949,67696,93465,797203,3055618,3041103,3027856,3036519,3052089,3055618,3041103,3027856,3036519,3052089,3053801,3036116,3024081,3031685,3048827,3062228,3049807,3019289,1702630,1797191,3060953,3048059,3018182,1702233,1796751
3382_original_560a.png_98f5b260-2785-425c-99a3-4c108ced52a3.png,3382,89811,79796,78392,76958,88982,89811,79796,78392,76958,88982,87209,95170,105334,98674,90309,89279,103721,145615,240345,1283071,92372,108037,155589,244874,1290269,4780025,4738490,4710884,4727956,4768956,4780025,4738490,4710884,4727956,4768956,4792029,4757438,4725036,4745896,4784215,4798529,4767395,4699201,2648233,2795537,4801414,4770221,4700103,2647672,2794971
3382_original_1463a.png_3643512e-4cc4-4e11-9463-57e21448f6fe.png,3382,54026,49772,54294,53077,55874,54026,49772,54294,53077,55874,60057,49525,52060,46473,56317,51093,55086,94883,99705,1019692,52355,56406,94841,97565,1020884,3874530,3851500,3834686,3845245,3868426,3874530,3851500,3834686,3845245,3868426,3877985,3854227,3837032,3847581,3871983,3885195,3864034,3824503,2159311,2278966,3886195,3865272,3825243,2158835,2278526
3382_original_84a.png_da3af6ae-31f7-41de-8c70-d32a7f7bae7e.png,3382,34982,22751,25373,19890,42376,34982,22751,25373,19890,42376,35726,25328,27714,20740,43327,24284,25521,55153,39331,850949,24699,25417,55465,39416,851976,3295456,3281889,3275937,3279708,3290826,3295456,3281889,3275937,3279708,3290826,3297744,3284172,3277450,3281732,3293333,3302902,3288649,3270853,1850835,1953031,3303119,3288889,3270773,1850798,1952994
3382_original_765a.png_caed1c6e-4341-4e12-95a3-eb9082203690.png,3382,79807,68960,70788,72511,82585,79807,68960,70788,72511,82585,85245,72848,79170,65518,78762,76145,75762,131203,142440,1373938,72711,76555,133777,140469,1373331,5216929,5184126,5160904,5175309,5208193,5216929,5184126,5160904,5175309,5208193,5223675,5189426,5165258,5180102,5214900,5233943,5204068,5148041,2906918,3067882,5233619,5203183,5147405,2906975,3067911
3382_original_560a.png_01c39e12-8750-4536-bea7-6c789942c072.png,3382,69559,38277,43908,34265,88491,69559,38277,43908,34265,88491,72155,49337,53995,38599,92074,47758,47197,110556,92049,1254957,46487,48705,115377,93300,1252690,4775429,4743621,4730398,4738717,4764389,4775429,4743621,4730398,4738717,4764389,4786317,4754747,4737909,4748773,4776308,4794176,4761299,4720410,2675715,2822815,4796887,4763445,4720961,2674692,2821826
3382_original_2701a (2).png_b2047829-b386-452b-87f5-f46f104ce6c8.png,3382,56415,38512,42118,30488,69931,56415,38512,42118,30488,69931,55240,37911,40995,30689,70781,38242,40560,97425,71719,1194822,36604,39152,92947,70019,1191272,4578833,4554956,4543552,4550900,4570839,4578833,4554956,4543552,4550900,4570839,4577848,4553233,4542075,4549149,4569585,4591516,4566586,4532483,2565251,2706754,4588668,4563466,4532077,2566093,2707564
3382_original_1005a (2).png_c8d9e081-5954-4fbc-bb5b-3cf5496c210b.png,3382,75770,44319,52813,38641,89680,75770,44319,52813,38641,89680,74043,44384,53314,39860,90895,47442,46963,104107,90313,1309090,50248,52649,123494,95747,1319046,5015468,4983179,4968125,4977603,5004796,5015468,4983179,4968125,4977603,5004796,5016469,4984550,4969196,4979016,5005921,5025172,4990809,4953661,2809811,2964112,5035850,5002069,4955742,2806721,2961154
3382_original_2701a.png_88f3a77f-b2d2-426c-baab-db21351d0ce8.png,3382,56415,38512,42118,30488,69931,56415,38512,42118,30488,69931,55240,37911,40995,30689,70781,38242,40560,97425,71719,1194822,36604,39152,92947,70019,1191272,4578833,4554956,4543552,4550900,4570839,4578833,4554956,4543552,4550900,4570839,4577848,4553233,4542075,4549149,4569585,4591516,4566586,4532483,2565251,2706754,4588668,4563466,4532077,2566093,2707564
3382_original_255a.png_fb16a25d-f581-4809-86c3-aa09b889cf23.png,3382,32809,23745,24033,18320,44813,32809,23745,24033,18320,44813,36065,28651,28218,18790,45317,23814,25860,63978,43725,847052,23673,25214,62370,43065,846230,3254163,3239877,3234055,3237778,3249103,3254163,3239877,3234055,3237778,3249103,3257881,3243535,3236588,3240996,3253183,3263948,3249260,3229660,1826187,1927156,3263157,3248300,3229376,1826421,1927374
3382_original_2701a.png_d4536fad-314f-40ca-a203-92bc9276588d.png,3382,68949,62552,65963,63027,65155,68949,62552,65963,63027,65155,69507,63009,65478,62991,69460,63113,73553,121612,179762,1209247,63361,68989,108322,170142,1204872,4587851,4557586,4534785,4548703,4580723,4587851,4557586,4534785,4548703,4580723,4588813,4562383,4541590,4554841,4582458,4599203,4577283,4526274,2551026,2692895,4596365,4573853,4525328,2552342,2694106
